,date,open,close,high,low,volume,amount,amplitude,flucrange,flucamount,turnoverrate,Date,SMA,SD,Upper_band,RSI,M12
2087,2018-08-03,3366.66,3315.28,3381.34,3315.2,70796910,91395985408.0,1.96,-1.65,-55.68,0.23,2018-08-03,3474.553,65.37600091613348,3605.305001832267,33.272172558725,-0.03381788932539076
2088,2018-08-06,3312.82,3273.27,3344.25,3257.69,77975084,97517989888.0,2.61,-1.27,-42.01,0.25,2018-08-06,3465.2575000000006,79.39136867275745,3624.0402373455154,31.95631237064812,-0.04523180314671249
2089,2018-08-07,3284.98,3368.87,3368.96,3263.5,91783916,107512225792.0,3.22,2.92,95.6,0.3,2018-08-07,3460.325,82.25622328078236,3624.8374465615643,44.47882592166914,-0.035506414459086866
2090,2018-08-08,3362.15,3314.51,3368.16,3311.77,79284864,90958913536.0,1.67,-1.61,-54.36,0.26,2018-08-08,3455.6740000000004,87.83887919904406,3631.3517583980884,40.774480086881816,-0.059913493582925526
2091,2018-08-09,3303.48,3397.53,3408.39,3299.62,91957573,108802314240.0,3.28,2.5,83.02,0.3,2018-08-09,3451.4975000000004,88.55123939664037,3628.599978793281,42.49606547056975,-0.051422365294789274
2092,2018-08-10,3398.41,3405.02,3424.04,3380.57,68967299,85634523136.0,1.28,0.22,7.49,0.23,2018-08-10,3447.114,88.57472387465064,3624.263447749301,40.10458502040883,-0.048278946265110756
2093,2018-08-13,3369.98,3390.34,3396.19,3336.7,76191532,90869288960.0,1.75,-0.43,-14.68,0.25,2018-08-13,3443.0265,89.24522273959006,3621.51694547918,33.17626373626372,-0.041261223047013074
2094,2018-08-14,3386.48,3372.91,3391.73,3356.61,60651446,72121991168.0,1.04,-0.51,-17.43,0.2,2018-08-14,3439.203,90.58670153938947,3620.376403078779,32.40871148363159,-0.04212164499336879
2095,2018-08-15,3371.96,3291.98,3372.14,3288.71,68174054,83402194944.0,2.47,-2.4,-80.93,0.22,2018-08-15,3432.236,96.39686271372948,3625.0297254274587,30.353092576208454,-0.0634693947221685
2096,2018-08-16,3251.86,3276.73,3315.2,3231.56,76547366,89269174272.0,2.54,-0.46,-15.25,0.25,2018-08-16,3424.6555,102.4881007971023,3629.6317015942045,30.34186659805748,-0.06849155404444995
2097,2018-08-17,3305.9,3229.62,3311.57,3224.1,67395412,84452454400.0,2.67,-1.44,-47.11,0.22,2018-08-17,3411.4919999999997,109.90181022405123,3631.295620448102,28.46690000603462,-0.06316952825180788
2098,2018-08-20,3238.22,3267.25,3267.25,3209.01,70904228,88963383296.0,1.8,1.17,37.63,0.23,2018-08-20,3398.567,110.95269295845844,3620.472385916917,32.05949361647251,-0.030765716591119485
2099,2018-08-21,3271.84,3326.65,3331.71,3270.03,75205583,97925840896.0,1.89,1.82,59.4,0.25,2018-08-21,3385.814,103.18032699062303,3592.1746539812457,41.21277400949027,0.0034295745759029828
2100,2018-08-22,3328.97,3307.95,3328.97,3299.39,50787057,66548536320.0,0.89,-0.56,-18.7,0.17,2018-08-22,3372.3239999999996,93.99361402718772,3560.311228054375,44.99356417549936,0.010594909677478448
2101,2018-08-23,3308.46,3320.03,3336.11,3285.81,61112335,80212787200.0,1.52,0.37,12.08,0.2,2018-08-23,3361.5130000000004,86.26353886719447,3534.0400777343893,50.40550461848418,-0.014497442762706703
2102,2018-08-24,3308.48,3325.33,3353.04,3291.87,63765898,77197848576.0,1.84,0.16,5.3,0.21,2018-08-24,3351.718,77.8890619710759,3507.496123942152,54.741520638274615,0.003264434260267679
2103,2018-08-27,3339.39,3406.57,3406.57,3339.26,94270083,114960965632.0,2.02,2.44,81.24,0.31,2018-08-27,3346.2924999999996,69.20613426376393,3484.7047685275274,53.525868841420106,0.00266075649074482
2104,2018-08-28,3408.15,3400.17,3416.59,3388.81,75445363,94945951744.0,0.82,-0.19,-6.4,0.25,2018-08-28,3340.418,57.96825870111506,3456.35451740223,58.80080549048614,-0.00142436755143871
2105,2018-08-29,3393.05,3386.57,3398.71,3377.12,67020403,79072301056.0,0.63,-0.4,-13.6,0.22,2018-08-29,3337.3770000000004,53.48295646866287,3444.342912937326,48.686607228453646,-0.0011119828689747369
2106,2018-08-30,3385.81,3351.09,3402.56,3349.47,68385290,80226054144.0,1.57,-1.05,-35.48,0.22,2018-08-30,3336.3835,53.008734957923835,3442.400969915848,43.94357972283991,-0.006469191291792464
2107,2018-08-31,3333.38,3334.5,3356.58,3310.87,76205629,96091893760.0,1.36,-0.5,-16.59,0.25,2018-08-31,3337.3445,52.77973748710613,3442.9039749742124,43.755870644540856,0.012916238859288276
2108,2018-09-03,3320.69,3321.82,3325.61,3291.78,66429855,81305681920.0,1.01,-0.38,-12.68,0.22,2018-09-03,3339.772,50.755309040402636,3441.282618080805,44.22568322068768,0.01376066993618652
2109,2018-09-04,3324.19,3363.9,3370.96,3307.96,67088806,85892034560.0,1.9,1.27,42.08,0.22,2018-09-04,3339.5235000000002,50.61732502183147,3440.758150043663,58.91113644248401,0.04157764690582799
2110,2018-09-05,3349.7,3298.14,3354.2,3298.14,64301888,80656674816.0,1.67,-1.95,-65.76,0.21,2018-09-05,3338.7050000000004,51.17240122728,3441.0498024545604,52.35766986014754,0.009454434157165847
2111,2018-09-06,3286.66,3262.88,3311.5,3253.76,62300288,79373139968.0,1.75,-1.07,-35.26,0.2,2018-09-06,3331.9725,51.87850035112349,3435.7295007022467,53.76074174581639,-0.019169434716606815
2112,2018-09-07,3273.89,3277.64,3316.61,3253.73,63947407,81263439872.0,1.93,0.45,14.76,0.21,2018-09-07,3325.6035,50.231567582939505,3426.0666351658792,51.23888107218657,-0.009162774528030937
2113,2018-09-10,3271.38,3230.07,3277.88,3227.85,63817052,76175581184.0,1.53,-1.45,-47.57,0.21,2018-09-10,3317.59,52.109454036645914,3421.808908073292,38.14969325153375,-0.027096140697523863
2114,2018-09-11,3229.71,3224.21,3245.62,3209.11,58491305,67722118912.0,1.13,-0.18,-5.86,0.19,2018-09-11,3310.155,54.36061185316026,3418.8762237063206,39.39086808898802,-0.030409012037903027
2115,2018-09-12,3216.99,3202.02,3225.6,3194.98,54627899,68887019520.0,0.95,-0.69,-22.19,0.18,2018-09-12,3305.657,59.42915013072689,3424.515300261454,35.422585665933696,-0.06004573515295453
2116,2018-09-13,3239.69,3236.57,3249.59,3191.4,67290327,85887963136.0,1.82,1.08,34.55,0.22,2018-09-13,3303.649,61.11260305024051,3425.874206100481,39.77466476199256,-0.048115241296758704
2117,2018-09-14,3242.83,3242.09,3254.1,3227.94,60130639,76481212416.0,0.81,0.17,5.52,0.2,2018-09-14,3304.2725,60.37675457838363,3425.0260091567675,27.04716717834215,-0.04266263505552814
2118,2018-09-17,3224.93,3204.92,3230.79,3200.51,52259548,60650940928.0,0.93,-1.15,-37.17,0.17,2018-09-17,3301.156,63.894526443749484,3428.945052887499,24.908114221091296,-0.0436186434861493
2119,2018-09-18,3193.64,3269.43,3270.11,3193.64,70425034,83899138048.0,2.39,2.01,64.51,0.23,2018-09-18,3298.2950000000005,63.973920796701094,3426.2428415934028,36.68803127414878,-0.019514170040485834
2120,2018-09-19,3262.0,3312.48,3335.99,3258.31,89170665,109395423232.0,2.38,1.32,43.05,0.29,2018-09-19,3298.5215,64.01790763238753,3426.557315264775,45.68651547313148,-0.0028117116520461893
2121,2018-09-20,3314.88,3310.13,3332.31,3303.07,64561057,76660846592.0,0.88,-0.07,-2.35,0.21,2018-09-20,3298.0265,63.88097429263482,3425.7884485852696,47.18792550368098,-0.015984422842533985
2122,2018-09-21,3320.7,3410.49,3410.49,3307.77,108416005,123573116928.0,3.1,3.03,100.36,0.35,2018-09-21,3302.2845,68.47002613320316,3439.2245522664066,58.509760264112536,0.034064654623515045
2123,2018-09-25,3375.97,3379.8,3394.38,3367.03,69054692,82870030336.0,0.8,-0.9,-30.69,0.23,2018-09-25,3300.946,66.55907573053113,3434.064151461062,51.5600470957614,0.03583337419702848
2124,2018-09-26,3388.56,3417.24,3448.26,3383.24,93173343,119113318400.0,1.92,1.11,37.44,0.3,2018-09-26,3301.7995,67.99242360848159,3437.7843472169634,62.373254654255355,0.04259162080033185
2125,2018-09-27,3415.95,3403.59,3423.71,3394.73,69765240,87573299200.0,0.85,-0.4,-13.65,0.23,2018-09-27,3302.6504999999997,69.20496175357007,3441.06042350714,65.30554528248533,0.053720198014284515
2126,2018-09-28,3409.96,3438.86,3444.99,3404.7,84377756,94880276480.0,1.18,1.04,35.27,0.28,2018-09-28,3307.0389999999998,74.98023317758968,3456.9994663551793,66.7874547044859,0.06657444769416387
2127,2018-10-08,3361.56,3290.9,3364.46,3285.25,97888988,114164219904.0,2.3,-4.3,-147.96,0.32,2018-10-08,3304.8589999999995,74.77333636078853,3454.4056727215766,55.2388170246482,0.0277574780919545
2128,2018-10-09,3290.17,3288.69,3309.8,3276.13,66723274,78372941824.0,1.02,-0.07,-2.21,0.22,2018-10-09,3303.2025000000003,74.74478188966873,3452.692063779338,55.58829647091453,0.016103467559793305
2129,2018-10-10,3295.43,3281.6,3315.73,3256.58,64492828,79166808064.0,1.8,-0.22,-7.09,0.21,2018-10-10,3299.0875,73.48207191838272,3446.0516438367654,57.08233953935425,0.012186583345928037
2130,2018-10-11,3179.54,3124.11,3209.52,3099.04,120941343,125723082752.0,3.37,-4.8,-157.49,0.4,2018-10-11,3290.386,83.2543941245744,3456.894788249149,41.78836380629708,-0.025214357924690733
2131,2018-10-12,3123.37,3170.73,3184.12,3094.97,98611151,104423075840.0,2.85,1.49,46.62,0.32,2018-10-12,3285.7785000000003,87.30798054044075,3460.3944610808817,45.08445154713028,-0.030188748497444462
2132,2018-10-15,3173.85,3126.45,3183.13,3120.23,69605023,77137698816.0,1.98,-1.4,-44.28,0.23,2018-10-15,3278.219,94.31397752634271,3466.8469550526856,44.647120618852036,-0.05616033908129259
2133,2018-10-16,3128.58,3100.97,3166.09,3089.37,68887721,75206471680.0,2.45,-0.81,-25.48,0.23,2018-10-16,3271.764,101.8959588269356,3475.5559176538713,37.86206300256504,-0.06318785062822319
2134,2018-10-17,3140.68,3118.25,3149.13,3062.55,76837138,86132695040.0,2.79,0.56,17.28,0.25,2018-10-17,3266.466,107.11939508888176,3480.7047901777632,35.46552524058245,-0.08568856674554093
2135,2018-10-18,3097.79,3044.39,3097.79,3043.38,73771968,79703732224.0,1.74,-2.37,-73.86,0.24,2018-10-18,3258.5845,117.41488144159928,3493.4142628831987,32.03682673588574,-0.09923959997633003
2136,2018-10-19,3017.75,3134.95,3137.75,3009.5,98839688,110951370752.0,4.21,2.97,90.56,0.32,2018-10-19,3253.5035,120.5739243554391,3494.651348710878,31.124294404559635,-0.08260760145614587
2137,2018-10-22,3159.56,3270.27,3297.38,3159.56,145862044,170651308032.0,4.4,4.32,135.32,0.48,2018-10-22,3254.9125,120.5981791289072,3496.1088582578145,43.4374662975878,-0.03917040536609884
2138,2018-10-23,3273.13,3183.43,3276.02,3163.57,121013240,142589177856.0,3.44,-2.66,-86.84,0.4,2018-10-23,3253.838,121.16146298050555,3496.1609259610113,36.77410596101414,-0.07427752220212525
2139,2018-10-24,3169.46,3188.2,3245.4,3164.29,110909745,120954388480.0,2.55,0.15,4.77,0.36,2018-10-24,3249.7765,121.97006169655175,3493.7166233931034,37.69242197410373,-0.031207268528366194
2140,2018-10-25,3107.84,3194.31,3197.32,3099.89,106951818,113291747328.0,3.06,0.19,6.11,0.35,2018-10-25,3243.868,121.63444355504272,3487.1368871100854,35.54446900824003,-0.02869835709659474
2141,2018-10-26,3204.28,3173.64,3218.1,3151.92,101299354,106070368256.0,2.07,-0.65,-20.67,0.33,2018-10-26,3237.0435,121.55000328107405,3480.143506562148,41.84085279300842,-0.0328985860555826
2142,2018-10-29,3157.49,3076.89,3158.81,3062.58,91839790,108479492096.0,3.03,-3.05,-96.75,0.3,2018-10-29,3220.3635,119.36557509886097,3459.094650197722,36.97609208972845,-0.015114704667889445
2143,2018-10-30,3061.93,3110.26,3146.63,3050.77,116070100,131767103488.0,3.12,1.08,33.37,0.38,2018-10-30,3206.8865,115.57291215481689,3438.0323243096336,39.793900405051254,-0.019071317961478873
2144,2018-10-31,3116.66,3153.82,3168.92,3106.03,111207455,117099696128.0,2.02,1.4,43.56,0.36,2018-10-31,3193.7155000000002,104.85147793927534,3403.418455878551,52.04763808289799,0.008754337987173955
2145,2018-11-01,3185.2,3177.03,3217.8,3173.1,132653379,145919303680.0,1.42,0.74,23.21,0.43,2018-11-01,3182.3875,92.49393851404461,3367.375377028089,50.4486796000342,0.024527809040397086
2146,2018-11-02,3258.61,3290.25,3290.25,3222.44,153466104,178340642816.0,2.13,3.56,113.22,0.5,2018-11-02,3174.957,75.14875550321509,3325.25451100643,60.62256809338521,0.055159143750501016
2147,2018-11-05,3269.47,3262.84,3279.88,3230.36,109706683,123630923776.0,1.51,-0.83,-27.41,0.36,2018-11-05,3173.5539999999996,73.10434067318405,3319.7626813463676,60.47119402791974,0.07175493284368972
2148,2018-11-06,3254.98,3243.15,3254.98,3213.9,83869138,91703898112.0,1.26,-0.6,-19.69,0.27,2018-11-06,3171.277,69.9715197776767,3311.2200395553537,58.054530915469336,0.034514107083047696
2149,2018-11-07,3243.88,3221.91,3270.5,3218.42,91615529,101814919168.0,1.61,-0.65,-21.24,0.3,2018-11-07,3168.2925,66.1889836496736,3300.6704672993474,62.28138144786361,-0.014787769817171115
2150,2018-11-08,3251.73,3212.77,3253.57,3207.71,76414541,85221666816.0,1.42,-0.28,-9.14,0.25,2018-11-08,3172.7255,66.04295830624113,3304.8114166124824,56.06736316856386,0.009216474054714707
2151,2018-11-09,3193.3,3167.44,3193.3,3166.31,84282762,88194191360.0,0.84,-1.41,-45.33,0.28,2018-11-09,3172.561,66.05228701564997,3304.6655740313,40.674030944477714,-0.006511511197540898
2152,2018-11-12,3160.25,3205.14,3206.51,3152.44,88062392,97363050496.0,1.71,1.19,37.7,0.29,2018-11-12,3176.4955,65.50241011835806,3307.500320236716,52.161618575382846,0.003390403561332578
2153,2018-11-13,3164.92,3237.38,3254.77,3161.1,126493463,125603045376.0,2.92,1.01,32.24,0.41,2018-11-13,3183.316,64.31549935155496,3311.94699870311,54.64277622536065,0.02008419354432145
2154,2018-11-14,3233.64,3204.94,3239.24,3200.23,113808658,105386565632.0,1.2,-1.0,-32.44,0.37,2018-11-14,3187.6505,62.597898440828445,3312.846296881657,50.955986833821974,0.041616697379496914
2155,2018-11-15,3201.28,3242.37,3242.38,3198.78,98558810,100119191552.0,1.36,1.17,37.43,0.32,2018-11-15,3197.5495,53.78431080908483,3305.11812161817,56.000209522811794,0.042475548667956886
2156,2018-11-16,3242.88,3257.67,3282.39,3223.72,126876836,135379804160.0,1.81,0.47,15.3,0.41,2018-11-16,3203.6855,53.264512178647344,3310.2145243572945,68.39887640449439,0.032928321844620134
2157,2018-11-19,3258.79,3294.6,3294.6,3251.07,115956595,123188776960.0,1.34,1.13,36.93,0.38,2018-11-19,3204.902,55.11108882590359,3315.1241776518073,68.62622261741167,0.037006260564111715
2158,2018-11-20,3268.08,3218.41,3278.78,3213.68,109361155,114155065344.0,1.98,-2.31,-76.19,0.36,2018-11-20,3206.6510000000003,54.94861206041608,3316.5482241208324,56.12262308756894,-0.021834207127118033
2159,2018-11-21,3187.1,3226.49,3230.26,3185.24,84119726,87813275648.0,1.4,0.25,8.08,0.27,2018-11-21,3208.5655,54.93895640903153,3318.4434128180633,54.826872779794634,-0.011140601439237119
2160,2018-11-22,3232.97,3214.43,3235.45,3199.7,65098291,70083371008.0,1.11,-0.37,-12.06,0.21,2018-11-22,3209.5715,54.8483181409641,3319.268136281928,40.78019358918233,-0.008855587931486442
2161,2018-11-23,3208.59,3143.48,3212.2,3139.39,84638254,86864945152.0,2.27,-2.21,-70.95,0.28,2018-11-23,3208.0634999999997,56.28403272451717,3320.631565449034,36.875439831104835,-0.024342703551619937
2162,2018-11-26,3148.67,3141.24,3169.44,3131.64,59379141,61899479552.0,1.2,-0.07,-2.24,0.19,2018-11-26,3211.281,49.863920814001766,3311.0088416280037,38.34701671735995,-0.02226427662110897
2163,2018-11-27,3152.77,3137.24,3162.01,3126.29,55407831,61946260992.0,1.14,-0.13,-4.0,0.18,2018-11-27,3212.63,47.28537806706255,3307.200756134125,39.9209580268076,-0.009534513676660139
2164,2018-11-28,3137.75,3178.93,3179.41,3126.62,74881956,77620551680.0,1.68,1.33,41.69,0.24,2018-11-28,3213.8855,45.956375707354944,3305.7982514147097,46.261434442529485,-0.008177489906837199
2165,2018-11-29,3198.83,3137.65,3204.86,3137.65,80498465,86927613952.0,2.11,-1.3,-41.28,0.26,2018-11-29,3211.9165000000003,48.39734945708658,3308.7111989141736,46.679151896194234,-0.030805775040310346
2166,2018-11-30,3136.2,3172.69,3175.15,3132.42,70921044,77297696768.0,1.36,1.12,35.04,0.23,2018-11-30,3206.0384999999997,45.43087789213765,3296.900255784275,46.361046941933765,-0.01006259087533623
2167,2018-12-03,3260.69,3260.95,3273.64,3228.36,121487158,145828417536.0,1.43,2.78,88.26,0.4,2018-12-03,3205.9440000000004,45.30830787066487,3296.5606157413304,52.348124090936246,0.005730376237135237
2168,2018-12-04,3256.23,3267.71,3267.94,3243.7,79415040,90543599616.0,0.74,0.21,6.76,0.26,2018-12-04,3207.172,46.68179241584003,3300.53558483168,56.59057978622877,0.003081957349885034
2169,2018-12-05,3224.26,3252.0,3266.9,3219.98,76153052,90909093888.0,1.44,-0.48,-15.71,0.25,2018-12-05,3208.6765,47.656487742437015,3303.989475484874,51.05942925036856,-0.012930249499180424
2170,2018-12-06,3218.11,3181.67,3223.52,3179.89,76328771,95678881792.0,1.34,-2.16,-70.33,0.25,2018-12-06,3207.1215,48.02187519900972,3303.1652503980195,42.54200031402104,-0.011415574771393211
2171,2018-12-07,3187.49,3181.56,3193.82,3176.71,53361925,66323970560.0,0.54,0.0,-0.11,0.17,2018-12-07,3207.8275,47.50884104700159,3302.845182094003,38.043156335942456,-0.013925349218500527
2172,2018-12-10,3153.52,3144.76,3170.15,3134.38,63437274,73717202944.0,1.12,-1.16,-36.8,0.21,2018-12-10,3204.8085,49.5626712540779,3303.933842508156,41.501465463524994,-0.021674138183130354
2173,2018-12-11,3148.23,3159.82,3161.96,3143.61,53223877,60014969856.0,0.58,0.48,15.06,0.17,2018-12-11,3200.9305,49.91307923462467,3300.7566584692495,42.428853710054774,0.00519806074796092
2174,2018-12-12,3181.57,3170.61,3182.21,3160.28,53309914,60536223488.0,0.69,0.34,10.79,0.17,2018-12-12,3199.214,50.35626929032594,3299.926538580652,45.00933898227874,0.009349810902701039
2175,2018-12-13,3178.89,3219.69,3234.08,3169.42,90442755,103375478784.0,2.04,1.55,49.08,0.3,2018-12-13,3198.08,49.58269562317968,3297.2453912463593,59.13460385952296,0.026281062335046235
2176,2018-12-14,3207.35,3165.91,3210.72,3165.91,84301251,91576901632.0,1.39,-1.67,-53.78,0.28,2018-12-14,3193.4919999999997,47.998561557370586,3289.489123114741,52.63180353751948,-0.00409571774150419
2177,2018-12-17,3158.28,3161.2,3167.51,3134.37,66497006,77151490048.0,1.05,-0.15,-4.71,0.22,2018-12-17,3186.822,42.11734479557513,3271.05668959115,52.55219429058372,0.007505617261326147
2178,2018-12-18,3139.95,3128.43,3165.0,3114.47,63820319,72035450880.0,1.6,-1.04,-32.77,0.21,2018-12-18,3182.3229999999994,43.35322960103329,3269.029459202066,44.51659138290479,-0.01395030715260559
2179,2018-12-19,3133.74,3091.13,3137.01,3086.76,55522299,67872922368.0,1.61,-1.19,-37.3,0.18,2018-12-19,3175.555,46.54362452805287,3268.6422490561054,44.90470974808324,-0.052076848771063555
2180,2018-12-20,3083.54,3067.42,3097.72,3044.29,69749463,78181425152.0,1.73,-0.77,-23.71,0.23,2018-12-20,3168.2045,51.43272882583193,3271.0699576516636,38.176426982950325,-0.06129368885243791
2181,2018-12-21,3055.33,3029.4,3057.4,3007.61,76758100,84824064000.0,1.62,-1.24,-38.02,0.25,2018-12-21,3162.5005,59.94113880122218,3282.3827776024445,20.684678297419822,-0.06845018450184504
2182,2018-12-24,3015.5,3038.2,3040.35,3007.33,57299615,63880740608.0,1.09,0.29,8.8,0.19,2018-12-24,3157.3485,65.98787992979864,3289.3242598595975,21.092273975363298,-0.04509267145869944
2183,2018-12-25,3006.88,3017.28,3030.14,2964.88,78689426,80413569024.0,2.15,-0.69,-20.92,0.26,2018-12-25,3151.3504999999996,72.99203939830898,3297.3345787966173,20.819036252424226,-0.051635046958095954
2184,2018-12-26,3012.87,3002.03,3029.06,2996.48,55647032,58574969088.0,1.08,-0.51,-15.25,0.18,2018-12-26,3142.5055,79.86838545051296,3302.242270901026,24.122731201382834,-0.04538661137892874
2185,2018-12-27,3042.95,2990.51,3047.23,2990.51,80541786,81159270400.0,1.89,-0.38,-11.52,0.26,2018-12-27,3135.1485000000002,86.81400810291393,3308.776516205828,23.354997071211358,-0.053582166072751014
2186,2018-12-28,2994.8,3010.65,3024.35,2984.82,71053778,78145310720.0,1.32,0.67,20.14,0.23,2018-12-28,3127.0465,90.60452883271408,3308.255557665428,30.384671639607944,-0.050450859613765164
2187,2019-01-02,3017.07,2969.54,3018.78,2958.49,68663022,76105572352.0,2.0,-1.37,-41.11,0.22,2019-01-02,3112.4759999999997,91.36583292052548,3295.2076658410506,24.1397118782277,-0.07769381524308239
2188,2019-01-03,2963.02,2964.84,3000.44,2953.25,70867103,76664799232.0,1.59,-0.16,-4.7,0.23,2019-01-03,3097.3325,89.35996836420071,3276.0524367284015,21.563804206627722,-0.06351096525169686
2189,2019-01-04,2940.19,3035.87,3036.81,2935.83,103318971,107141038080.0,3.41,2.4,71.03,0.34,2019-01-04,3086.526,82.4745158343088,3251.4750316686172,26.050135501354916,-0.03964633683411356
2190,2019-01-07,3055.15,3054.3,3061.75,3035.91,101164360,105703940096.0,0.85,0.61,18.43,0.33,2019-01-07,3080.1575000000003,79.60886223311486,3239.37522446623,33.982951120805936,-0.02369559171852964
2191,2019-01-08,3049.87,3047.7,3055.51,3038.53,86170586,79628881920.0,0.56,-0.22,-6.6,0.28,2019-01-08,3073.4645,76.18845930529284,3225.8414186105856,33.79960034256348,-0.014049878199881682
2192,2019-01-09,3065.23,3078.48,3117.96,3062.85,107364349,117129678848.0,1.81,1.01,30.78,0.35,2019-01-09,3070.1505,74.34322971864009,3218.8369594372803,42.82966323102984,0.003605636006807078
2193,2019-01-10,3077.48,3072.69,3092.54,3062.57,85271757,90206871552.0,0.97,-0.19,-5.79,0.28,2019-01-10,3065.7940000000003,71.30278221484394,3208.3995644296883,47.08964646464645,0.014289958407605496
2194,2019-01-11,3082.26,3094.78,3102.83,3071.03,71786424,77420240896.0,1.03,0.72,22.09,0.23,2019-01-11,3062.0025,67.3419917385455,3196.686483477091,54.34037692747004,0.018622868803897186
2195,2019-01-14,3092.5,3067.78,3097.41,3064.38,66121702,68115969024.0,1.07,-0.87,-27.0,0.22,2019-01-14,3054.407,56.27850511423816,3166.9640102284766,56.309179379274084,0.016736928624456526
2196,2019-01-15,3071.52,3127.99,3129.37,3064.67,88772961,99976892416.0,2.11,1.96,60.21,0.29,2019-01-15,3052.511,52.85918492111775,3158.2293698422354,62.62620581038895,0.041958274900650405
2197,2019-01-16,3126.13,3128.65,3135.01,3117.29,80214341,85781590016.0,0.57,0.02,0.66,0.26,2019-01-16,3050.8835,49.746012088235084,3150.37552417647,66.60702036921055,0.04619278985858588
2198,2019-01-17,3132.63,3111.42,3141.71,3110.06,80174871,82888208384.0,1.01,-0.55,-17.23,0.26,2019-01-17,3050.0330000000004,48.4797243673628,3146.992448734726,66.21601589136941,0.03347117732051208
2199,2019-01-18,3124.5,3168.17,3171.69,3120.35,103963835,106780659712.0,1.65,1.82,56.75,0.34,2019-01-18,3053.8849999999998,54.59227779398335,3163.0695555879665,73.2223151730628,0.06688914781413957
2200,2019-01-21,3170.88,3185.64,3199.21,3170.88,93915023,105536987136.0,0.89,0.55,17.47,0.31,2019-01-21,3059.796,62.02860311347574,3183.8532062269514,73.03409240489661,0.07447282146760026
2201,2019-01-22,3181.95,3143.32,3181.95,3135.34,72990528,78150877184.0,1.46,-1.33,-42.32,0.24,2019-01-22,3065.492,64.2801671631682,3194.0523343263367,72.80218338319428,0.035393478640389775
2202,2019-01-23,3136.1,3141.05,3157.63,3131.87,59870479,62669651968.0,0.82,-0.07,-2.27,0.2,2019-01-23,3070.6345,66.07097853822434,3202.776457076449,73.26941869371154,0.028402579969223796
2203,2019-01-24,3146.6,3158.78,3165.63,3125.3,72934636,80963878912.0,1.28,0.56,17.73,0.24,2019-01-24,3077.7095,67.61497961366514,3212.93945922733,68.8900501029724,0.036447156872395636
2204,2019-01-25,3165.18,3184.47,3203.17,3164.41,83967729,93207953408.0,1.23,0.81,25.69,0.27,2019-01-25,3086.8315,69.15662005643406,3225.144740112868,69.56913918037219,0.03442932875964755
2205,2019-01-28,3203.12,3183.78,3228.87,3174.72,82622431,97371496448.0,1.7,-0.02,-0.69,0.27,2019-01-28,3096.495,68.48881564474158,3233.472631289483,70.82772131749738,0.036153988850160745
2206,2019-01-29,3177.26,3193.97,3200.99,3148.23,77658335,85943910400.0,1.66,0.32,10.19,0.25,2019-01-29,3105.661,68.66215535426365,3242.9853107085273,68.86536639550465,0.03205074351003945
2207,2019-01-30,3181.66,3168.48,3202.9,3167.89,63746516,73005121536.0,1.1,-0.8,-25.49,0.21,2019-01-30,3115.608,61.99056970725328,3239.589139414507,64.70118788176441,0.03282503960518679
2208,2019-01-31,3182.7,3201.63,3216.07,3178.01,86247839,97509924864.0,1.2,1.05,33.15,0.28,2019-01-31,3127.4474999999998,53.74359368185472,3234.934687363709,65.86017515214495,0.023542274751517933
2209,2019-02-01,3225.73,3247.4,3247.5,3207.72,82019640,94766411776.0,1.24,1.43,45.77,0.27,2019-02-01,3138.0240000000003,55.55652412300206,3249.1370482460043,75.25448512457129,0.03795566778003301
2210,2019-02-11,3239.81,3306.47,3307.06,3239.81,98818435,114752356352.0,2.07,1.82,59.07,0.32,2019-02-11,3150.6325,63.5895064890771,3277.8115129781545,75.17490408485682,0.06268841879270548
2211,2019-02-12,3306.35,3330.34,3335.36,3298.63,122232463,122834100224.0,1.11,0.72,23.87,0.4,2019-02-12,3164.7645,70.53714918767491,3305.83879837535,76.70046863830139,0.051187278460436136
2212,2019-02-13,3337.78,3397.03,3405.58,3329.14,163828332,168866263040.0,2.3,2.0,66.69,0.54,2019-02-13,3180.692,84.59278347968001,3349.87756695936,83.43204963127722,0.06635715272284393
2213,2019-02-14,3392.85,3402.14,3415.4,3381.98,151127291,138649288704.0,0.98,0.15,5.11,0.49,2019-02-14,3197.1645,94.00749155336364,3385.1794831067273,81.15363106175616,0.08233969179084522
2214,2019-02-15,3391.24,3338.7,3395.03,3335.87,143668603,141555060736.0,1.74,-1.86,-63.44,0.47,2019-02-15,3209.3605,95.83033925008961,3401.021178500179,68.15744519312904,0.06292481813406336
2215,2019-02-18,3366.42,3445.74,3445.74,3366.42,182886090,180449742848.0,2.38,3.21,107.04,0.6,2019-02-18,3228.2585,103.40853228946276,3435.0755645789254,81.10037021801733,0.09084519972900917
2216,2019-02-19,3454.72,3439.61,3480.79,3419.07,179083786,185762746368.0,1.79,-0.18,-6.13,0.59,2019-02-19,3243.8395,110.72333935842903,3465.286178716858,80.46157613353478,0.08012008277672589
2217,2019-02-20,3449.93,3451.93,3463.77,3421.51,147390310,145570263040.0,1.23,0.36,12.32,0.48,2019-02-20,3260.0035,116.47024400993756,3492.9439880198747,80.24347467244414,0.08422378430670441
2218,2019-02-21,3450.14,3442.71,3500.25,3431.63,180143288,185197154304.0,1.99,-0.27,-9.22,0.59,2019-02-21,3276.568,117.77721889450353,3512.122437789007,77.5791362296554,0.07787800135881051
