,date,open,close,high,low,volume,amount,amplitude,flucrange,flucamount,turnoverrate,Date,SMA,SD,Upper_band,RSI,M12
767,2013-03-06,2634.87,2650.2,2658.14,2620.43,95829652,95048891279.0,1.44,1.04,27.39,0.31,2013-03-06,2675.9175,74.07917015811917,2824.0758403162386,40.93051719290119,-0.03187980142248137
768,2013-03-07,2639.78,2619.48,2658.97,2592.87,94082666,96498095994.0,2.49,-1.16,-30.72,0.31,2013-03-07,2672.5474999999997,75.08052609488027,2822.70855218976,37.79011018974448,-0.02462382847844624
769,2013-03-08,2622.68,2606.93,2632.62,2601.96,59429557,63054592405.0,1.17,-0.48,-12.55,0.19,2013-03-08,2665.728,74.50588832964318,2814.7397766592862,39.15348311619249,-0.035413521593701036
770,2013-03-11,2600.28,2592.37,2611.65,2574.17,50946436,52460900851.0,1.44,-0.56,-14.56,0.17,2013-03-11,2657.945,73.58049501986385,2805.1059900397277,41.740778797434686,-0.006964049721323251
771,2013-03-12,2590.39,2555.61,2619.51,2530.25,71935141,71675127580.0,3.44,-1.42,-36.76,0.24,2013-03-12,2647.1415,71.84419745642433,2790.829894912849,37.415909207620814,-0.015786027882615628
772,2013-03-13,2551.73,2527.49,2556.77,2515.06,56430460,56003723639.0,1.63,-1.1,-28.12,0.18,2013-03-13,2634.7239999999997,69.86433352539164,2774.452667050783,42.016839029641275,-0.029739420183035548
773,2013-03-14,2517.75,2534.27,2546.7,2514.46,47605756,49929775447.0,1.28,0.27,6.78,0.16,2013-03-14,2623.4440000000004,66.73758259426333,2756.919165188527,43.92554331936459,-0.012977149778586217
774,2013-03-15,2533.72,2539.87,2600.09,2504.46,81372185,82749877355.0,3.77,0.22,5.6,0.27,2013-03-15,2611.8509999999997,59.35269974793255,2730.5563994958648,43.62225401242429,-0.021123992168591066
775,2013-03-18,2526.08,2502.49,2544.62,2499.83,59812778,63093556699.0,1.76,-1.47,-37.38,0.2,2013-03-18,2600.102,56.35929453071446,2712.8205890614286,43.6213991769547,-0.0639053165901704
776,2013-03-19,2507.4,2525.1,2532.07,2491.85,54536476,55601011985.0,1.61,0.9,22.61,0.18,2013-03-19,2592.0765,54.95286997677222,2701.9822399535446,43.12205923055634,-0.05385860523673214
777,2013-03-20,2526.97,2610.17,2610.17,2526.83,90700622,91271022200.0,3.3,3.37,85.07,0.3,2013-03-20,2587.453,48.69458665471461,2684.842173309429,43.83492113072,0.02531700265543746
778,2013-03-21,2611.58,2614.99,2626.54,2598.51,69552756,71642665537.0,1.07,0.18,4.82,0.23,2013-03-21,2587.675,48.81539980267049,2685.3057996053412,44.747058938291325,-0.0029815350711641653
779,2013-03-22,2612.26,2618.31,2625.53,2603.34,55647141,55882142445.0,0.85,0.13,3.32,0.18,2013-03-22,2588.7604999999994,49.263631987286246,2687.287763974572,59.24077704509001,-0.012033054109123809
780,2013-03-25,2628.41,2613.1,2641.61,2607.61,56261402,58004930851.0,1.3,-0.2,-5.21,0.18,2013-03-25,2589.1675,49.43782792824723,2688.0431558564946,48.48702047430583,-0.0024355979049277554
781,2013-03-26,2601.96,2575.05,2607.36,2554.97,63962961,65306571624.0,2.0,-1.46,-38.05,0.21,2013-03-26,2589.5405,49.294395162873315,2688.1292903257468,38.66686774242201,-0.012228943623342259
782,2013-03-27,2575.73,2583.53,2611.94,2566.34,56906517,58652246310.0,1.77,0.33,8.48,0.19,2013-03-27,2588.9829999999997,49.29626121191656,2687.575522423833,44.188678025282115,-0.003410007059177378
783,2013-03-28,2535.99,2499.3,2535.99,2495.08,87578405,84725899121.0,1.58,-3.26,-84.23,0.29,2013-03-28,2580.2815,48.982600592346124,2678.2467011846925,35.87495734796194,-0.02203387840867732
784,2013-03-29,2502.78,2495.08,2509.11,2482.49,52402137,52055540480.0,1.07,-0.17,-4.22,0.17,2013-03-29,2571.5935,47.844962807514776,2667.2834256150295,36.875758802104436,-0.012822998310576872
785,2013-04-01,2486.43,2493.19,2507.82,2483.73,47346022,47159820558.0,0.97,-0.08,-1.89,0.15,2013-04-01,2568.9669999999996,50.69691655733015,2670.3608331146597,40.705223658347734,-0.01620979611485751
786,2013-04-02,2495.84,2486.39,2524.46,2475.0,55684152,55637391748.0,1.98,-0.27,-6.8,0.18,2013-04-02,2562.146,52.225594189256526,2666.5971883785132,43.4649875977867,-0.021056195789548315
787,2013-04-03,2493.88,2483.55,2507.14,2474.93,45564221,45156719409.0,1.3,-0.11,-2.84,0.15,2013-04-03,2553.8134999999997,50.70967636042267,2655.232852720845,41.83305423161153,-0.007568461812035077
788,2013-04-08,2443.24,2472.3,2473.31,2429.5,53296772,55249297714.0,1.76,-0.45,-11.25,0.17,2013-04-08,2546.4545000000003,51.353889872139874,2649.16227974428,39.31429294366959,-0.020910062967803178
789,2013-04-09,2477.29,2489.43,2505.29,2477.29,52389824,54947035592.0,1.13,0.69,17.13,0.17,2013-04-09,2540.5795000000003,50.78925139861248,2642.1580027972254,47.793322519599904,-0.04625752345632672
790,2013-04-10,2487.98,2485.31,2495.57,2466.19,47504913,51963820632.0,1.18,-0.17,-4.12,0.16,2013-04-10,2535.2264999999998,50.68519074433245,2636.5968814886646,42.8288216847493,-0.04959101182031278
791,2013-04-11,2502.5,2477.88,2508.59,2476.4,42989958,43039949368.0,1.3,-0.3,-7.43,0.14,2013-04-11,2531.3399999999997,52.00294475467509,2635.34588950935,16.892737374242813,-0.05363383251028331
792,2013-04-12,2476.32,2462.11,2489.12,2460.18,39917278,40428047827.0,1.17,-0.64,-15.77,0.13,2013-04-12,2528.071,54.26351986759568,2636.5980397351914,13.727816266489484,-0.05778194481650134
793,2013-04-15,2453.97,2436.82,2461.67,2430.15,46539734,44084843341.0,1.28,-1.03,-25.29,0.15,2013-04-15,2523.1984999999995,57.928973959041215,2639.056447918082,11.005113660779415,-0.05368051105803773
794,2013-04-16,2419.51,2459.59,2461.05,2416.62,55280613,53783255198.0,1.82,0.93,22.77,0.18,2013-04-16,2519.1845000000003,59.47375046584499,2638.13200093169,19.331122387821097,-0.04797312204619264
795,2013-04-17,2457.88,2458.47,2465.2,2437.34,44692164,46800831850.0,1.13,-0.05,-1.12,0.15,2013-04-17,2516.9835000000003,60.92103130714575,2638.825562614292,22.677416330739533,-0.016336574240787605
796,2013-04-18,2440.71,2464.85,2478.41,2434.73,42860707,46270137159.0,1.78,0.26,6.38,0.14,2013-04-18,2513.971,61.97902454183848,2637.929049083677,21.908729407309124,-0.012115843980954555
797,2013-04-19,2469.95,2533.83,2542.45,2469.32,75520876,76723675264.0,2.97,2.8,68.98,0.25,2013-04-19,2510.154,57.9633880270889,2626.080776054178,58.809122914434354,0.016300402295853944
798,2013-04-22,2525.11,2530.67,2539.05,2518.26,62511883,63027024091.0,0.82,-0.12,-3.16,0.2,2013-04-22,2505.938,52.77068510371759,2611.4793702074353,59.12891807315454,0.01780895193433052
799,2013-04-23,2532.2,2449.47,2532.2,2448.2,60653982,61576157889.0,3.32,-3.21,-81.2,0.2,2013-04-23,2497.496,47.04196350628085,2591.5799270125617,42.02887981330216,-0.013722292685873216
800,2013-04-24,2452.78,2495.58,2511.2,2446.59,63050916,62189421706.0,2.64,1.88,46.11,0.21,2013-04-24,2491.62,38.38504300265588,2568.390086005312,51.46547600063787,0.009416332969299779
801,2013-04-25,2486.86,2467.88,2505.48,2456.57,60557927,59891284466.0,1.96,-1.11,-27.7,0.2,2013-04-25,2486.2615,33.26415112795021,2552.7898022559007,47.684761088620306,-0.008656600105244827
802,2013-04-26,2477.72,2447.31,2488.58,2439.8,47123378,46351986661.0,1.98,-0.83,-20.57,0.15,2013-04-26,2479.4505,25.28972653386855,2530.029953067737,46.40669484945213,-0.015289843118162283
803,2013-05-02,2434.6,2449.64,2453.75,2423.08,47016088,47200448204.0,1.25,0.1,2.33,0.15,2013-05-02,2476.9674999999997,25.673242854851345,2528.3139857097026,44.02426936593279,-0.011396839233538403
804,2013-05-03,2457.54,2492.91,2521.12,2457.54,62330091,63267042656.0,2.6,1.77,43.27,0.2,2013-05-03,2476.859,25.597139827886753,2528.0532796557736,51.02128574500106,0.012509595428311426
805,2013-05-06,2502.98,2525.98,2533.85,2500.46,60418780,61767951099.0,1.34,1.33,33.07,0.2,2013-05-06,2478.4985,27.66478823627349,2533.8280764725473,56.04696771598107,0.036588668838896554
806,2013-05-07,2519.36,2529.94,2539.3,2507.76,54490643,59244949469.0,1.25,0.16,3.96,0.18,2013-05-07,2480.676,29.939053601045437,2540.554107202091,58.788318519862116,0.0286023280302814
807,2013-05-08,2542.27,2542.8,2562.01,2531.25,59554294,60309148841.0,1.22,0.51,12.86,0.19,2013-05-08,2483.6385,33.01211504488606,2549.662730089772,64.1881760736853,0.03430182186481856
808,2013-05-09,2542.37,2527.79,2543.3,2507.79,60240145,64438292561.0,1.4,-0.59,-15.01,0.2,2013-05-09,2486.4129999999996,34.31512741450379,2555.0432548290073,59.32407306135836,0.02553502241515715
809,2013-05-10,2519.52,2540.84,2546.98,2515.16,48816728,50896689221.0,1.26,0.52,13.05,0.16,2013-05-10,2488.9835,36.41433932062801,2561.8121786412557,60.90560042367273,0.0027665628712265633
810,2013-05-13,2542.41,2530.77,2547.6,2516.73,54092147,55155093224.0,1.21,-0.4,-10.07,0.18,2013-05-13,2491.2565,37.57334193211063,2566.4031838642213,58.643205538364704,3.951522719281009e-05
811,2013-05-14,2526.0,2493.34,2526.15,2479.87,54880064,56144573527.0,1.83,-1.48,-37.43,0.18,2013-05-14,2492.0295,37.44246399828796,2566.914427996576,44.21224163069275,0.017909996856462884
812,2013-05-15,2493.97,2506.93,2507.43,2491.93,44189660,47578585624.0,0.62,0.55,13.59,0.14,2013-05-15,2494.2705,36.89475137040682,2568.0600027408136,46.70479151629557,0.004548040936375397
813,2013-05-16,2501.12,2552.71,2553.06,2487.76,70796182,76830436307.0,2.6,1.83,45.78,0.23,2013-05-16,2500.065,36.49536488233329,2573.0557297646665,65.89285714285714,0.03437363242945368
814,2013-05-17,2550.45,2592.05,2598.71,2547.78,81850801,83599367908.0,2.0,1.54,39.34,0.27,2013-05-17,2506.688,40.556687760530394,2587.801375521061,65.16680816275195,0.05914248705721792
815,2013-05-20,2597.15,2609.61,2627.62,2590.05,86337803,94059415836.0,1.45,0.68,17.56,0.28,2013-05-20,2514.245,44.94315186988857,2604.131303739777,73.01633700347521,0.06530347316340368
816,2013-05-21,2607.39,2614.85,2617.4,2594.25,71505994,75837813846.0,0.89,0.2,5.24,0.23,2013-05-21,2521.745,48.6309145232563,2619.0068290465124,78.63344271260591,0.04891472215202319
817,2013-05-22,2613.41,2618.03,2630.07,2603.75,74191817,78224126421.0,1.01,0.12,3.18,0.24,2013-05-22,2525.955,53.16539391865861,2632.285787837317,78.69534099042293,0.03644130198972295
818,2013-05-23,2604.93,2582.85,2624.08,2579.35,84825370,81359908175.0,1.71,-1.34,-35.18,0.28,2013-05-23,2528.564,54.66803900288421,2637.900078005768,65.76125052572544,0.020913539451528518
819,2013-05-24,2591.42,2597.23,2608.35,2572.88,60739669,62831235051.0,1.37,0.56,14.38,0.2,2013-05-24,2535.952,53.385787148579844,2642.7235742971598,63.361212166672864,0.021405537203083247
820,2013-05-27,2593.52,2599.59,2611.97,2589.74,64195080,66701652802.0,0.86,0.09,2.36,0.21,2013-05-27,2541.1525,54.30411236487173,2649.7607247297437,63.14002188431495,0.028404258265124938
821,2013-05-28,2600.63,2644.36,2644.36,2585.9,84196112,86756736777.0,2.25,1.72,44.77,0.28,2013-05-28,2549.9764999999998,56.080517798774785,2662.1375355975492,67.10109786488846,0.040742431636781484
822,2013-05-29,2648.93,2642.56,2661.23,2640.88,79277709,81953853231.0,0.77,-0.07,-1.8,0.26,2013-05-29,2559.739,54.23177898224126,2668.2025579644824,70.22521411200782,0.04417232699929263
823,2013-05-30,2633.96,2634.32,2647.44,2623.58,70146368,71045065872.0,0.9,-0.31,-8.24,0.23,2013-05-30,2568.9730000000004,50.06092699479938,2669.094853989599,66.75749318801087,0.05654262956516165
824,2013-05-31,2638.71,2606.43,2645.56,2604.75,62528533,65904433688.0,1.55,-1.06,-27.89,0.2,2013-05-31,2574.649,47.34472636668741,2669.3384527333747,62.74853407022978,0.03968997937716656
825,2013-06-03,2605.97,2602.62,2625.94,2596.05,59774468,63008705172.0,1.15,-0.15,-3.81,0.2,2013-06-03,2578.481,46.28797728408836,2671.056954568177,70.76619033140761,0.019551770471381236
826,2013-06-04,2600.5,2565.67,2600.5,2556.06,66315750,63139420045.0,1.71,-1.42,-36.95,0.22,2013-06-04,2580.2675,44.98714516684515,2670.24179033369,60.25202457414131,-0.010177272814953509
827,2013-06-05,2565.33,2560.54,2570.03,2545.19,45637193,47367057838.0,0.97,-0.2,-5.13,0.15,2013-06-05,2581.1544999999996,44.38032203518816,2669.915144070376,51.59256396696903,-0.018803576013274093
828,2013-06-06,2552.82,2527.84,2557.68,2525.31,52496529,54448113429.0,1.26,-1.28,-32.7,0.17,2013-06-06,2581.157,44.37715902530865,2669.9113180506174,36.577616121075316,-0.03327533128095295
829,2013-06-07,2526.91,2484.16,2538.89,2475.69,61030894,61366173745.0,2.5,-1.73,-43.68,0.2,2013-06-07,2578.323,48.68785594829326,2675.6987118965862,26.3578455391806,-0.05113386783191953
830,2013-06-13,2448.72,2399.94,2448.72,2375.2,69730066,64081598112.0,2.96,-3.39,-84.22,0.23,2013-06-13,2571.7815,62.29937122897783,2696.380242457956,18.789392663161962,-0.07081712062256806
831,2013-06-14,2404.42,2416.77,2420.36,2396.49,55964534,53686779328.0,0.99,0.7,16.83,0.18,2013-06-14,2567.953,69.3296357305158,2706.6122714610315,21.886349667542063,-0.06948171706009865
832,2013-06-17,2422.76,2403.84,2427.53,2394.39,50395711,51983757469.0,1.37,-0.54,-12.93,0.16,2013-06-17,2562.7985,77.4607752196639,2717.7200504393277,23.337007357979132,-0.07530033582218731
833,2013-06-18,2413.09,2418.75,2424.2,2393.32,48630379,48792090467.0,1.28,0.62,14.91,0.16,2013-06-18,2556.1005,83.90288580916038,2723.9062716183207,23.457854975908617,-0.08531743030449712
834,2013-06-19,2408.28,2400.76,2408.28,2366.35,54346260,52979991053.0,1.73,-0.74,-17.99,0.18,2013-06-19,2546.536,90.25195780935076,2727.0399156187013,21.745061816114784,-0.09150217970452879
835,2013-06-20,2386.1,2321.47,2386.1,2320.23,55201020,52171735063.0,2.74,-3.3,-79.29,0.18,2013-06-20,2532.129,101.89985893797294,2735.928717875946,8.214923518906701,-0.11875930031279436
836,2013-06-21,2283.15,2317.39,2332.84,2269.56,58705798,53486132980.0,2.73,-0.18,-4.08,0.19,2013-06-21,2517.256,110.53315660684615,2738.3223132136923,8.166730991894966,-0.11089497895588984
837,2013-06-24,2308.07,2171.21,2308.07,2164.32,86597259,73731930536.0,6.2,-6.31,-146.18,0.28,2013-06-24,2494.915,132.1370948554647,2759.1891897109294,6.027459693499651,-0.1657598881127479
838,2013-06-25,2146.05,2165.42,2169.21,2023.17,107554882,87090393952.0,6.73,-0.27,-5.79,0.35,2013-06-25,2474.0435,149.3610999619451,2772.76569992389,6.291502309262782,-0.15600213589432776
839,2013-06-26,2170.33,2168.3,2181.02,2131.86,79256426,67298430249.0,2.27,0.13,2.88,0.26,2013-06-26,2452.5969999999998,161.07715578828123,2774.7513115765623,6.875049646516786,-0.15318643723589542
840,2013-06-27,2172.85,2160.74,2200.21,2153.18,75406753,62927082416.0,2.17,-0.35,-7.56,0.25,2013-06-27,2430.6545,169.66146671890678,2769.9774334378135,7.301178902081517,-0.14522279891132361
841,2013-06-28,2149.03,2200.64,2227.46,2139.37,79451327,64106048718.0,4.08,1.85,39.9,0.26,2013-06-28,2408.4685,169.25650264348934,2746.9815052869785,14.64219750854717,-0.11413113487053972
842,2013-07-01,2187.09,2213.32,2213.97,2166.35,57726227,51874735216.0,2.16,0.58,12.68,0.19,2013-07-01,2387.0065000000004,165.17602538137854,2717.3585507627577,17.835228667266662,-0.0777602773402668
843,2013-07-02,2211.8,2221.98,2226.11,2191.8,61838850,59632902046.0,1.55,0.39,8.66,0.2,2013-07-02,2366.3894999999998,158.2715575231061,2682.932615046212,21.11918924873322,-0.08059931230526696
844,2013-07-03,2211.04,2203.83,2211.04,2169.14,65836022,59536760190.0,1.89,-0.82,-18.15,0.22,2013-07-03,2346.2595,151.59670248722597,2649.452904974452,24.717015187066508,-0.08320437300319494
845,2013-07-04,2187.18,2221.98,2245.91,2176.08,72581145,67189379203.0,3.17,0.82,18.15,0.24,2013-07-04,2327.2275,141.25937166395485,2609.7462433279097,24.972375690607763,-0.08135193798449614
846,2013-07-05,2227.35,2226.85,2252.03,2225.05,61821775,58424400611.0,1.21,0.22,4.87,0.2,2013-07-05,2310.2865,131.110812644759,2572.508125289518,26.77845128447349,-0.07243956080574498
847,2013-07-08,2194.42,2163.62,2205.21,2162.19,54782493,49288252039.0,1.93,-2.84,-63.23,0.18,2013-07-08,2290.4404999999997,120.87789234443298,2532.1962846888655,20.292960108055283,-0.06799570961502832
848,2013-07-09,2160.7,2162.67,2174.79,2149.79,41494433,37246189870.0,1.16,-0.04,-0.95,0.14,2013-07-09,2272.182,110.24306969983611,2492.668139399672,21.13150811164735,-0.06676476553363908
849,2013-07-10,2163.1,2224.06,2224.14,2157.47,61149781,54373757823.0,3.08,2.84,61.39,0.2,2013-07-10,2259.177,98.6529290572754,2456.482858114551,37.65305346414179,0.024341265930057476
850,2013-07-11,2232.16,2326.69,2351.22,2232.16,125793192,111329812773.0,5.35,4.61,102.63,0.41,2013-07-11,2255.5145,94.42098135896676,2444.356462717934,50.94316660581723,0.07447515955334305
851,2013-07-12,2319.02,2275.37,2331.99,2274.07,89733082,82064555657.0,2.49,-2.21,-51.32,0.29,2013-07-12,2248.4445,86.68828588837167,2421.8210717767433,63.080168776371266,0.04937969838122025
852,2013-07-15,2289.76,2307.3,2336.04,2274.67,74757884,71796189674.0,2.7,1.4,31.93,0.24,2013-07-15,2243.6175,80.01069967100037,2403.6388993420005,66.7193023803912,0.06782861427103692
853,2013-07-16,2300.83,2317.85,2317.85,2281.94,65624157,62085631916.0,1.56,0.46,10.55,0.21,2013-07-16,2238.5724999999998,71.06800308045129,2380.7085061609023,67.31022987707473,0.05326177839174062
854,2013-07-17,2311.44,2282.84,2326.93,2281.61,67655248,63229061677.0,1.96,-1.51,-35.01,0.22,2013-07-17,2232.6765,61.09618398584751,2354.868867971695,63.28849418832445,0.03140982777004675
855,2013-07-18,2272.95,2245.33,2282.44,2241.93,57144292,51937235147.0,1.77,-1.64,-37.51,0.19,2013-07-18,2228.8695,57.5408736624938,2343.9512473249874,54.88917576526706,0.010508645442353082
856,2013-07-19,2248.13,2190.48,2257.92,2188.75,70535282,66179072656.0,3.08,-2.44,-54.85,0.23,2013-07-19,2222.5240000000003,54.16381491657302,2330.8516298331465,47.71233974358973,-0.0060576360245572225
857,2013-07-22,2170.09,2202.19,2203.06,2159.81,53283495,48872947253.0,1.97,0.53,11.71,0.17,2013-07-22,2224.073,53.05062875763049,2330.1742575152607,48.0298656047785,-0.008906470805317812
858,2013-07-23,2211.59,2265.84,2276.74,2206.76,74809731,69255423111.0,3.18,2.89,63.65,0.24,2013-07-23,2229.094,51.94790613277806,2332.9898122655563,55.66042902784119,0.01750903742955301
859,2013-07-24,2253.38,2249.15,2265.58,2217.19,69592307,69279825849.0,2.14,-0.74,-16.69,0.23,2013-07-24,2233.1365,50.0802569855408,2333.2970139710815,52.486774423840835,0.03953097124263971
860,2013-07-25,2255.22,2237.68,2268.84,2227.85,65774316,60558362762.0,1.82,-0.51,-11.47,0.21,2013-07-25,2236.9835,47.09230167001718,2331.168103340034,50.97939915715603,0.03468397860052619
861,2013-07-26,2226.43,2224.01,2238.42,2209.81,48941098,45636069902.0,1.28,-0.61,-13.67,0.16,2013-07-26,2238.152,46.42830722285596,2331.008614445712,55.99904635130037,-2.248140787552977e-05
862,2013-07-29,2205.08,2175.97,2205.08,2169.02,54600925,49624613440.0,1.62,-2.16,-48.04,0.18,2013-07-29,2236.2845,48.197176317715545,2332.678852635431,51.208168307837624,-0.06477871998418361
863,2013-07-30,2184.01,2189.39,2221.59,2162.98,55193623,50907227289.0,2.69,0.62,13.42,0.18,2013-07-30,2234.655,49.24576300236577,2333.1465260047316,46.549905463230175,-0.03778726097294072
864,2013-07-31,2211.75,2193.02,2235.38,2187.21,48327055,46723493389.0,2.2,0.17,3.63,0.16,2013-07-31,2234.1145,49.659476275413304,2333.4334525508266,33.43413062337342,-0.04952975339140997
865,2013-08-01,2206.0,2245.36,2245.56,2200.63,62603997,58944765673.0,2.05,2.39,52.34,0.2,2013-08-01,2235.2835,49.633971841778276,2334.5514436835565,46.29020693747377,-0.031274672649222235
866,2013-08-02,2263.5,2247.26,2274.71,2244.25,60890893,58459999450.0,1.36,0.08,1.9,0.2,2013-08-02,2236.304,49.66126112819798,2335.626522256396,41.98269415660721,-0.015585849205375757
867,2013-08-05,2249.98,2278.33,2278.33,2243.22,55342151,53623068581.0,1.56,1.38,31.07,0.18,2013-08-05,2242.0395,47.39746711810106,2336.834434236202,44.9969617176423,0.014697171462546788
868,2013-08-06,2270.67,2293.64,2302.48,2256.72,73746895,68993574807.0,2.01,0.67,15.31,0.24,2013-08-06,2248.5879999999997,44.83262141743247,2338.2532428348645,51.43900229174435,0.04709470070486832
869,2013-08-07,2292.38,2280.62,2313.88,2276.86,73048695,69560482114.0,1.61,-0.57,-13.02,0.24,2013-08-07,2251.416,44.98759447717813,2341.3911889543565,55.030361775522415,0.035614547336969116
870,2013-08-08,2277.25,2276.78,2297.63,2267.07,53098430,52710276666.0,1.34,-0.17,-3.84,0.17,2013-08-08,2248.9204999999997,41.86846350870635,2332.6574270174124,64.39484921270352,0.004828231472654654
871,2013-08-09,2288.51,2286.01,2301.59,2258.33,64600017,62663979060.0,1.9,0.41,9.23,0.21,2013-08-09,2249.4525000000003,42.28773056785945,2334.027961135719,64.09782023681379,0.01638841340061803
872,2013-08-12,2296.22,2352.79,2352.89,2293.18,97863216,94038910336.0,2.61,2.92,66.78,0.32,2013-08-12,2251.727,46.56948945846381,2344.8659789169274,64.47188841916045,0.0514416717314361
873,2013-08-13,2352.88,2359.07,2360.83,2340.73,78393636,71178520240.0,0.85,0.27,6.28,0.26,2013-08-13,2253.788,50.404126668994806,2354.5962533379898,68.95172413793105,0.06072814420798456
874,2013-08-14,2362.62,2349.08,2386.6,2340.83,75942128,71338219589.0,1.94,-0.42,-9.99,0.25,2013-08-14,2257.1,54.429144379602754,2365.9582887592055,69.30542076805769,0.07955532475172
875,2013-08-15,2348.84,2321.58,2362.09,2319.78,61951853,59411203587.0,1.8,-1.17,-27.5,0.2,2013-08-15,2260.9125,56.2028926840383,2373.3182853680764,66.13527368943271,0.06037754808416951
876,2013-08-16,2314.26,2304.14,2423.08,2295.02,120369563,104026773370.0,5.52,-0.75,-17.44,0.39,2013-08-16,2266.5955000000004,54.424495111656974,2375.4444902233145,73.58233670653175,0.050669852532124526
877,2013-08-19,2286.2,2331.43,2340.19,2284.08,72483224,67064925390.0,2.44,1.18,27.29,0.24,2013-08-19,2273.0575,54.04617069789611,2381.149841395792,74.86520551782088,0.038332383225852196
878,2013-08-20,2325.86,2312.47,2353.41,2303.67,73086345,67589707172.0,2.13,-0.81,-18.96,0.24,2013-08-20,2275.389,54.720013552252965,2384.829027104506,69.84548928393419,0.029017559160933626
879,2013-08-21,2320.58,2308.59,2321.64,2291.05,55007384,50886495497.0,1.32,-0.17,-3.88,0.18,2013-08-21,2278.361,54.83395191994409,2388.0289038398882,62.5212879718009,0.01328165805655912
880,2013-08-22,2302.67,2303.93,2329.14,2297.02,55338104,51686310590.0,1.39,-0.2,-4.66,0.18,2013-08-22,2281.6735,54.24499019071079,2390.1634803814213,61.100881488736476,0.004486318689942648
881,2013-08-23,2314.87,2286.93,2321.04,2251.92,68967133,65459845296.0,3.0,-0.74,-17.0,0.23,2013-08-23,2284.8195,52.521907957795534,2389.863315915591,51.782900738037974,0.0027667914865254772
882,2013-08-26,2294.76,2335.62,2336.38,2288.5,70371043,66541009856.0,2.09,2.13,48.69,0.23,2013-08-26,2292.8019999999997,46.94371575005398,2386.6894315001077,57.644959207459216,0.025843515842549403
883,2013-08-27,2332.8,2340.88,2345.1,2322.46,65990333,62575377643.0,0.97,0.23,5.26,0.22,2013-08-27,2300.3765,41.256915117357046,2382.890330234714,61.29310344827589,0.02400251967401723
884,2013-08-28,2326.1,2328.06,2345.36,2307.04,89256174,80965562365.0,1.64,-0.55,-12.82,0.29,2013-08-28,2307.1285,32.98300667330568,2373.094513346611,59.29726593661607,-0.010510925326952303
885,2013-08-29,2338.56,2318.31,2342.32,2308.15,66085415,59719882399.0,1.47,-0.42,-9.75,0.22,2013-08-29,2310.776,29.65884005966871,2370.0936801193375,55.84509591024243,-0.017277995142153557
886,2013-08-30,2315.91,2313.91,2334.41,2303.61,87654515,76695994654.0,1.33,-0.19,-4.4,0.29,2013-08-30,2314.1085,25.61528907653558,2365.339078153071,40.912490650710566,-0.014971818754576316
887,2013-09-02,2319.96,2320.34,2329.87,2297.45,79510249,73575869316.0,1.4,0.28,6.43,0.26,2013-09-02,2316.209,24.210922045981363,2364.6308440919624,40.95389358621016,-0.0005341190051602052
888,2013-09-03,2326.23,2354.5,2354.86,2321.3,80554005,72663978650.0,1.45,1.47,34.16,0.26,2013-09-03,2319.2519999999995,25.035606349037202,2369.323212698074,51.13750839489592,0.021856310814447166
889,2013-09-04,2352.54,2350.7,2360.66,2345.44,78725763,68509013842.0,0.65,-0.16,-3.8,0.26,2013-09-04,2322.7560000000003,24.235505793224558,2371.2270115864494,56.786613218980094,0.008265313562920706
890,2013-09-05,2350.93,2341.74,2351.22,2336.75,62951383,59606065186.0,0.62,-0.38,-8.96,0.21,2013-09-05,2326.004,21.99933573161622,2370.002671463232,59.12355624575361,0.01265746150220326
891,2013-09-06,2336.77,2357.78,2361.18,2335.93,73340116,63916893626.0,1.08,0.68,16.04,0.24,2013-09-06,2329.5924999999997,20.961232606151942,2371.5149652123037,56.76299984600385,0.021307378096587115
892,2013-09-09,2374.26,2440.61,2449.25,2372.69,149889640,127299546171.0,3.25,3.51,82.83,0.49,2013-09-09,2333.9835,32.24024606068349,2398.4639921213666,74.76805319313432,0.059324719066985665
893,2013-09-10,2446.45,2474.89,2475.2,2435.83,154855992,130648129418.0,1.61,1.4,34.28,0.51,2013-09-10,2339.7745,44.899789880539174,2429.5740797610783,78.76366403763646,0.0821887858395316
894,2013-09-11,2483.79,2482.89,2504.47,2471.62,166914974,142830288492.0,1.33,0.32,8.0,0.55,2013-09-11,2346.4649999999997,55.15720580878212,2456.7794116175637,80.59982217358584,0.06305392144270039
895,2013-09-12,2480.47,2507.46,2527.38,2469.72,145173175,126115528291.0,2.32,0.99,24.57,0.47,2013-09-12,2355.759,65.44446733079337,2486.647934661587,86.75622520750682,0.07116127268377692
896,2013-09-13,2502.54,2488.9,2515.78,2481.45,110775049,98275004927.0,1.37,-0.74,-18.56,0.36,2013-09-13,2364.997,70.61078627161342,2506.218572543227,78.39991106499659,0.0690875664716546
897,2013-09-16,2501.08,2478.39,2503.69,2467.13,105383282,97043842349.0,1.47,-0.42,-10.51,0.34,2013-09-16,2372.345,74.47470305236239,2521.2944061047247,74.99182145323675,0.06905029957167064
898,2013-09-17,2480.81,2427.32,2481.71,2426.46,99459982,93115107921.0,2.23,-2.06,-51.07,0.33,2013-09-17,2378.0875,74.04154430382606,2526.170588607652,65.83801378606077,0.04901227791919327
899,2013-09-18,2426.04,2432.51,2439.63,2407.24,71040759,69341324599.0,1.33,0.21,5.19,0.23,2013-09-18,2384.2835,73.09869069855351,2530.480881397107,68.49093264248705,0.04834205331977204
