,date,RV,RV_weekly,RV_monthly,RV_2week
2671,2020-12-29,0.0053287593295316,0.006210762297829886,0.005950480287513768,0.005874616838256847
2672,2020-12-30,0.0032302824124512,0.0052094107926922055,0.005551795602564486,0.005809328292238397
2673,2020-12-31,0.0107290893850295,0.005716770124316785,0.005764181673335045,0.006350906075332287
2674,2021-01-04,0.0067741325632114,0.006140565977268945,0.005700457534009023,0.006558187105652917
2675,2021-01-05,0.0104235729272482,0.007297167323494386,0.00596921409263915,0.006968920390561626
2676,2021-01-06,0.0170913536092403,0.009649686179436127,0.006549963930883604,0.007930224238632998
2677,2021-01-07,0.0166955724402306,0.012342744184992007,0.006962041432645246,0.008776077488842095
2678,2021-01-08,0.0164400764336535,0.013484941594716807,0.007566317570441746,0.009600855859516788
2679,2021-01-11,0.0237381255354986,0.016877740189174244,0.008398813901700554,0.011509153083221587
2680,2021-01-12,0.0104719652050159,0.016887418644727786,0.008713063812031201,0.012092292984111078
2681,2021-01-13,0.0168201882610416,0.016833185575088044,0.00897348116278094,0.013241435877262078
2682,2021-01-14,0.0192799906806657,0.017350069223175068,0.009691301941929242,0.014846406704083529
2683,2021-01-15,0.0267448882408564,0.019411031584615646,0.0107811548216687,0.01644798658966622
2684,2021-01-18,0.0090896038362134,0.016481327244758606,0.011017811001831322,0.01667953371696642
2685,2021-01-19,0.0113714664000639,0.016661227483768203,0.01129318167664829,0.01677432306424799
2686,2021-01-20,0.0078972936089168,0.014876648553343247,0.011438453101598823,0.015854917064215636
2687,2021-01-21,0.0089271568753098,0.012806081792272068,0.011557131137832855,0.015078075507723557
2688,2021-01-22,0.0092835714646023,0.009313818437021245,0.011639188244018113,0.014362425010818436
2689,2021-01-25,0.014834174013724,0.010462732472523367,0.011939057974726495,0.013472029858640978
2690,2021-01-26,0.0095144762739216,0.010091334447294906,0.01199915722686354,0.013376280965531548
2691,2021-01-27,0.0132423454821838,0.011160344821948307,0.01238948414430596,0.013018496687645768
2692,2021-01-28,0.0125163167968389,0.011878176806254127,0.012747472807974957,0.012342129299263087
2693,2021-01-29,0.0163566316635454,0.013292788846042746,0.01324873973224831,0.011303303641531986
2694,2021-02-01,0.0158514548132865,0.013496245005955245,0.013822429386831732,0.011979488739239296
2695,2021-02-02,0.0046722130636096,0.012527792363892846,0.01354711682676719,0.01130956340559387
2696,2021-02-03,0.0100012164535975,0.011879566558175585,0.013693802458148378,0.011519955690061938
2697,2021-02-04,0.0150352742929262,0.012383358057393046,0.013903425247497379,0.012130767431823578
2698,2021-02-05,0.0106129602020175,0.011234623765087466,0.013608952819896342,0.012263706305565097
2699,2021-02-08,0.0075736021551037,0.009579053233450905,0.013194317806936027,0.011537649119703067
2700,2021-02-09,0.006545247884661,0.009953660197661186,0.012744552872890917,0.011240726280777007
2701,2021-02-10,0.0076757112143764,0.009488559149816967,0.012014443131021723,0.010684062853996267
2702,2021-02-18,0.0166817450222216,0.009817853295676046,0.012296705849985618,0.011100605676534536
2703,2021-02-19,0.0175123918789642,0.011197739631065384,0.01232816965080028,0.011216181698076418
2704,2021-02-22,0.0240299617916182,0.014489011558368287,0.01254407742857085,0.012034032395909588
2705,2021-02-23,0.0162698641109509,0.016433934803626267,0.0120679399681206,0.013193797500643718
2706,2021-02-24,0.0332299491543675,0.021544782391624488,0.013165228391673061,0.015516670770720716
2707,2021-02-25,0.0166674429852468,0.02154192198422953,0.013405954600090463,0.015679887639952778
2708,2021-02-26,0.0253888624277987,0.023117216093996425,0.01420102591003964,0.017157477862530898
2709,2021-03-01,0.0085841610990067,0.020028055955474126,0.014185435192934954,0.0172585337569212
2710,2021-03-02,0.0143655125179785,0.019647185636879647,0.014416432513542965,0.018040560220252945
2711,2021-03-03,0.0106684852627675,0.015134892858559646,0.014227083024863123,0.018339837625092056
2712,2021-03-04,0.0169987577694493,0.015201155815400148,0.0145672776382962,0.018371538899814827
2713,2021-03-05,0.0314965985531732,0.016422703040475044,0.01539701641425026,0.019769959567235727
2714,2021-03-08,0.026937139954638,0.020093298811601306,0.016052508375968402,0.020060677383537708
2715,2021-03-09,0.0605640441940474,0.029333005146815083,0.01806193621826395,0.024490095391847357
2716,2021-03-10,0.020383503903619,0.031276008874985384,0.0182679384496427,0.023205450866772507
2717,2021-03-11,0.0167079874214812,0.031217854805391763,0.018815019102273227,0.023209505310395947
2718,2021-03-12,0.0104041391011004,0.026999362914977204,0.018833333768068814,0.021711032977726117
2719,2021-03-15,0.0175902458149065,0.025129984087030904,0.018949468837249735,0.022611641449316097
2720,2021-03-16,0.0167947362499047,0.016376122498202368,0.019230458657608245,0.022854563822508715
2721,2021-03-17,0.013103337179007,0.014920089153279966,0.01948181024960385,0.02309804901413267
2722,2021-03-18,0.0074467626490234,0.013067844198788406,0.019522788193438504,0.022142849502090077
2723,2021-03-19,0.0099567283028147,0.012978362039131266,0.019626470788367517,0.01998886247705423
2724,2021-03-22,0.0113714699875716,0.011734606873664285,0.019385094650428883,0.018432295480347586
2725,2021-03-23,0.011316158033135,0.010638891230310346,0.019103447657436646,0.013507506864256346
2726,2021-03-24,0.0143261396600101,0.010883451726510967,0.018662364833272643,0.012901770439895457
2727,2021-03-25,0.0151267010791034,0.012419439412526965,0.01861040287727957,0.012743641805657676
2728,2021-03-26,0.0059199923598767,0.011612092223939366,0.017369041204802718,0.012295227131535306
2729,2021-03-29,0.0109565798622439,0.011529114198873825,0.017109456517393498,0.011631860536269047
2730,2021-03-30,0.0051836125006449,0.010302605092375806,0.016191036066159233,0.010470748161343068
2731,2021-03-31,0.0057534950706772,0.008588076174509227,0.016062369428507892,0.009735763950510087
2732,2021-04-01,0.004273291290724,0.006417394216833345,0.015603632099996323,0.009418416814680147
2733,2021-04-02,0.0047721085714586,0.006187817459149725,0.015335614977664102,0.008899954841544537
2734,2021-04-06,0.0038752842477471,0.004771558336250366,0.014739093453950363,0.008150336267562088
2735,2021-04-07,0.0042747878568639,0.004589793407494165,0.01350173842229994,0.007446199249934978
2736,2021-04-08,0.0048584165452682,0.0044107777024123655,0.012498160085510406,0.0064994269384607865
2737,2021-04-09,0.0042547385263557,0.004407067149538706,0.009938646191524418,0.005412230683186017
2738,2021-04-12,0.0126822853873402,0.0059891025127150254,0.009588590804420836,0.006088459985932367
2739,2021-04-13,0.0070915603707642,0.006632357737318445,0.0091514804839337,0.005701958036784397
2740,2021-04-14,0.0047204118522662,0.006721482536398905,0.008893129245350328,0.0056556379719465266
2741,2021-04-15,0.0073709271057192,0.007223984648489105,0.008428614758569085,0.005817381175450728
2742,2021-04-16,0.007964922002085,0.007966021343634966,0.008027259565486373,0.006186544246586827
2743,2021-04-19,0.0075483290961634,0.006939230085399606,0.007774759198084391,0.006464166299057307
2744,2021-04-20,0.0068610877123405,0.0068931355537148655,0.007748137610053349,0.006762746645516647
2745,2021-04-21,0.0046862384938441,0.006886300882030445,0.007508569891463777,0.006803891709214667
2746,2021-04-22,0.0039994718610661,0.006212009833099825,0.007173479067531709,0.006717997240794457
2747,2021-04-23,0.0062341836267109,0.005865862158025006,0.006942480230876068,0.006915941750829976
2748,2021-04-26,0.0106745268287317,0.006491101704538665,0.006776497829454323,0.006715165894969127
2749,2021-04-27,0.0065734503520553,0.006433574232481626,0.006387713705497591,0.0066633548930982375
2750,2021-04-28,0.0059286532563052,0.006682057184973845,0.006388107382607977,0.006784179033502137
2751,2021-04-29,0.0077230397988117,0.007426770772522966,0.006241128288815604,0.006819390302811387
2752,2021-04-30,0.0061708676598478,0.0074141075791503445,0.006286003523324827,0.006639984868587667
2753,2021-05-06,0.0124022748196794,0.007759657177339886,0.006588220784643109,0.007125379440939267
2754,2021-05-07,0.0081300140983583,0.008070969926600485,0.006763526366808304,0.007252272079541047
2755,2021-05-10,0.0120805713393981,0.009301353543219065,0.007095729219896463,0.007991705364096447
2756,2021-05-11,0.0114675841454885,0.010050262412554425,0.007440833760702891,0.008738516592538688
2757,2021-05-12,0.0069247351038286,0.010201035901350585,0.007561285908292196,0.008807571740250457
2758,2021-05-13,0.0100428113931644,0.009729143216047585,0.0077969402195602056,0.008744400196693727
2759,2021-05-14,0.0099013426790017,0.010083408932176265,0.008053604044680477,0.009077189429388368
2760,2021-05-17,0.0075341744129481,0.009174129546886265,0.007819599000389928,0.009237741545052656
2761,2021-05-18,0.0027869662634749,0.007438005970483547,0.0076239356318767776,0.008744134191518978
2762,2021-05-19,0.0034996105169981,0.006752981053117446,0.007568444662091864,0.008477008477234007
2763,2021-05-20,0.0073590690705579,0.006216232588596145,0.007567905660493623,0.007972687902321859
2764,2021-05-21,0.0062602999211097,0.005488024037017746,0.007490422838631109,0.007785716484596998
2765,2021-05-24,0.0057891761076003,0.005139024375948186,0.007410461339150968,0.007156576961417217
2766,2021-05-25,0.0092385945517207,0.006429350033597346,0.007518529831850068,0.006933678002040438
2767,2021-05-26,0.0037980680635937,0.006489041542916465,0.007478158448656868,0.0066210112980169475
2768,2021-05-27,0.0118006104446283,0.007377349817730546,0.007832755657000605,0.006796791203163337
2769,2021-05-28,0.0066602447065594,0.007457338774820486,0.00785212206972099,0.0064726814059191074
2770,2021-05-31,0.0032374508717404,0.006946993727648505,0.007514073162585022,0.006043009051798337
2771,2021-06-01,0.0070500496434552,0.006509284745995406,0.0075357367667395645,0.006469317389796367
2772,2021-06-02,0.0073863062939882,0.007226932392074306,0.0076019937229978825,0.006857986967495377
2773,2021-06-03,0.0057919300505223,0.006025196313253105,0.007514216007166546,0.006701273065491817
2774,2021-06-04,0.011508069245991,0.006994761221139426,0.007756816079263964,0.007226049997979947
2775,2021-06-07,0.0048970246584274,0.007326675978476827,0.0074156683446616,0.007136834853062659
2776,2021-06-08,0.0126563544180481,0.008447936933395406,0.0076214110864656825,0.0074786108396953975
2777,2021-06-09,0.0030480740526342,0.007580290485124605,0.0072108430279764135,0.007403611438599448
2778,2021-06-10,0.0059503907506696,0.0076119826251540654,0.0069600615100301,0.006818589469203577
2779,2021-06-11,0.0041398234515953,0.006138333466274926,0.006833474616746768,0.006566547343707168
2780,2021-06-15,0.0082875789475824,0.006816444324105926,0.006753691323765768,0.007071560151291368
2781,2021-06-16,0.0079431824934412,0.005873809939184545,0.006664684042603927,0.007160873436289968
2782,2021-06-17,0.0061906954518653,0.006502334219030766,0.006603616817100163,0.007041312352077678
2783,2021-06-18,0.0088848731369559,0.007089230696288025,0.00688079440225839,0.007350606660721038
2784,2021-06-21,0.009149254216195,0.008091116849207967,0.007137596388585522,0.007114725157741438
2785,2021-06-22,0.0034259046324737,0.007118781986186225,0.006958816186854422,0.006967613155146067
2786,2021-06-23,0.006565892721264,0.006843324031750786,0.006972706768679618,0.0063585669854676575
2787,2021-06-24,0.0045320840292054,0.0065116017472188065,0.006915566219661668,0.006506967983124777
2788,2021-06-25,0.0070943401473228,0.006153495149292186,0.006818100110370855,0.006621362922790097
2789,2021-06-28,0.0021791402079125,0.004759472347635686,0.006744512480567164,0.006425294598421817
2790,2021-06-29,0.0044193423567341,0.004958159892487766,0.0064090002947537915,0.006038470939336987
2791,2021-06-30,0.0035739910247629,0.004359779553187546,0.006268716036490313,0.005601551792469158
2792,2021-07-01,0.0095072406856005,0.005354810884466566,0.006553706482574864,0.005933206315842677
2793,2021-07-02,0.0081807363634709,0.005572090127696186,0.006605101333484667,0.005862792638494178
2794,2021-07-05,0.0044395669651858,0.006024175479150845,0.006471158636720922,0.005391823913393257
2795,2021-07-06,0.008742133188052,0.006888733645414426,0.006605258779335909,0.0059234467689510874
2796,2021-07-07,0.0067432455596952,0.007522584552400885,0.006388675884504282,0.005941182052794207
2797,2021-07-08,0.0057041946811682,0.006761975351514425,0.0064253654309925,0.006058393117990487
2798,2021-07-09,0.0079582815114718,0.006717484381114605,0.006211816662511759,0.006144787254405387
2799,2021-07-12,0.0125310578768376,0.008335782563444966,0.006642861381793732,0.007179979021297897
2800,2021-07-13,0.0051100861592875,0.007609373157692065,0.006604665718549091,0.007249053401553238
2801,2021-07-14,0.0064732068209239,0.007555365409937806,0.006710728598973118,0.007538974981169337
2802,2021-07-15,0.0064874984724854,0.007712026168201246,0.006628906759195982,0.007237000759857827
2803,2021-07-16,0.0040848166016771,0.006937333186242306,0.006453526491388523,0.006827408783678447
2804,2021-07-19,0.0078557435360369,0.006002270318082166,0.0065292104952145045,0.007169026440763557
